fruit,path,label
Peach,images/Peach\Peach001255.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003353.png,4
Plum,images/Plum\PlumÒÇé1227.png,11
Persimmon,images/Persimmon\Persimmon1715.png,9
Banana,images/Banana\Banana01054.png,1
Orange,images/Orange\Orange002034.png,6
Pear,images/Pear\Pear 1707.png,8
Apple,images/Apple\Apple 01262.png,0
Pear,images/Pear\pear_0_6269.png,8
Pomegranate,images/Pomegranate\Pomegranet0029.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A001980.png,4
Peach,images/Peach\Peach001280.png,7
Mango,images/Mango\Mango001236.png,5
Orange,images/Orange\Orange00724.png,6
Pitaya,images/Pitaya\Pitaya0015.png,10
Apple,images/Apple\Apple 04317.jpeg,0
Mango,images/Mango\Mango005.png,5
Mango,images/Mango\Mango001530.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00791.png,4
Persimmon,images/Persimmon\Persimmon1630.png,9
Apple,images/Apple\Apple_0_6043.png,0
Pitaya,images/Pitaya\Pitaya00533.png,10
Kiwi,images/Kiwi/Kiwi B\Kiwi B00434.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002446.png,4
Persimmon,images/Persimmon\Persimmon1300.png,9
Guava,images/Guava/guava total final\scene02481.png,3
Apple,images/Apple\Apple 01169.png,0
Banana,images/Banana\Banana01339.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A001639.png,4
Banana,images/Banana\Banana0356.png,1
Kiwi,images/Kiwi/Kiwi B\Kiwi B00138.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002701.png,4
Apple,images/Apple\Apple 04226.jpeg,0
Orange,images/Orange\Orange002990.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003478.png,4
Pitaya,images/Pitaya\Pitaya002224.png,10
Peach,images/Peach\Peach002308.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00631.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001563.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A002072.png,4
Banana,images/Banana\Banana0128.png,1
Persimmon,images/Persimmon\Persimmon94.png,9
Kiwi,images/Kiwi/Kiwi B\Kiwi B00240.png,4
Banana,images/Banana\Banana01348.png,1
Guava,images/Guava/guava total final\Guava301.png,3
Carambola,images/Carambola\Carambola 001719.png,2
muskmelon,images/muskmelon\Muskmelon 001381.png,14
Pear,images/Pear\Pear 941.png,8
Apple,images/Apple\Apple 02538.png,0
Banana,images/Banana\Banana02768.png,1
Apple,images/Apple\Apple 01377.png,0
Pomegranate,images/Pomegranate\Pomegranet00142.png,12
Orange,images/Orange\Orange00516.png,6
Persimmon,images/Persimmon\Persimmon694.png,9
Pomegranate,images/Pomegranate\Pomegranet001301.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A00364.png,4
Carambola,images/Carambola\Carambola 00691.png,2
Pomegranate,images/Pomegranate\Pomegranet00492.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00267.png,4
Pear,images/Pear\pear_0_2864.png,8
Guava,images/Guava/guava total final\Guava02706.png,3
Guava,images/Guava/guava total final\Guava1497.png,3
Guava,images/Guava/guava total final\ene12421.png,3
Pear,images/Pear\Pear 862.png,8
Pear,images/Pear\Pear 1799.png,8
Banana,images/Banana\Banana0127.png,1
muskmelon,images/muskmelon\Muskmelon 001687.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A001017.png,4
Guava,images/Guava/guava total final\Guava03617.png,3
Apple,images/Apple\Apple 04729.png,0
Kiwi,images/Kiwi/Kiwi C\Kiwi C00193.png,4
Orange,images/Orange\Orange002610.png,6
Plum,images/Plum\PlumÒÇé1926.png,11
Guava,images/Guava/guava total final\Guava384.png,3
Orange,images/Orange\Orange001979.png,6
Mango,images/Mango\Mango004148.png,5
Apple,images/Apple\Apple 0717.png,0
Banana,images/Banana\Banana0170.png,1
Apple,images/Apple\Apple 0769.png,0
Guava,images/Guava/guava total final\Guava02970.png,3
Guava,images/Guava/guava total final\Guava1082.png,3
Carambola,images/Carambola\Carambola 00575.png,2
Guava,images/Guava/guava total final\Guava01210.png,3
Apple,images/Apple\Apple 02608.png,0
Tomatoes,images/Tomatoes\Tamotoes001059.png,13
Peach,images/Peach\Peach001288.png,7
Banana,images/Banana\Banana01707.png,1
muskmelon,images/muskmelon\Muskmelon 00290.png,14
Guava,images/Guava/guava total final\Guava290.png,3
Pomegranate,images/Pomegranate\Pomegranet002060.png,12
Apple,images/Apple\Apple 01573.png,0
Orange,images/Orange\Orange001199.png,6
Kiwi,images/Kiwi/Kiwi C\Kiwi C0073.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00133.png,4
Apple,images/Apple\Apple 04001.png,0
Pear,images/Pear\pear_0_7452.png,8
Guava,images/Guava/guava total final\scene13321.png,3
Orange,images/Orange\Orange002685.png,6
Mango,images/Mango\Mango00759.png,5
Persimmon,images/Persimmon\Persimmon1419.png,9
Kiwi,images/Kiwi/Kiwi C\Kiwi C00900.png,4
Persimmon,images/Persimmon\Persimmon1875.png,9
Pitaya,images/Pitaya\Pitaya002178.png,10
Orange,images/Orange\Orange002404.png,6
Pitaya,images/Pitaya\Pitaya002398.png,10
Guava,images/Guava/guava total final\Guava1335.png,3
Mango,images/Mango\Mango00400.png,5
Plum,images/Plum\PlumÒÇé934.png,11
Peach,images/Peach\Peach00449.png,7
Carambola,images/Carambola\Carambola 00778.png,2
Pear,images/Pear\pear_0_2480.png,8
Apple,images/Apple\Apple_0_3509.png,0
Tomatoes,images/Tomatoes\Tamotoes00305.png,13
Apple,images/Apple\Apple 0238.png,0
Apple,images/Apple\Apple 01868.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00695.png,4
Pear,images/Pear\Pear 2070.png,8
Plum,images/Plum\PlumÒÇé280.png,11
Banana,images/Banana\Banana0481.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001504.png,4
Pitaya,images/Pitaya\Pitaya001174.png,10
Guava,images/Guava/guava total final\Guava03779.png,3
Mango,images/Mango\Mango001158.png,5
Carambola,images/Carambola\Carambola 00716.png,2
Guava,images/Guava/guava total final\Guava03031.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001623.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001084.png,4
Persimmon,images/Persimmon\Persimmon650.png,9
Carambola,images/Carambola\Carambola 001467.png,2
Orange,images/Orange\Orange001963.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001663.png,4
Apple,images/Apple\Apple_0_9683.png,0
muskmelon,images/muskmelon\Muskmelon 00855.png,14
Pomegranate,images/Pomegranate\Pomegranet001506.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002093.png,4
Plum,images/Plum\PlumÒÇé2156.png,11
Pitaya,images/Pitaya\Pitaya002254.png,10
Pitaya,images/Pitaya\Pitaya001770.png,10
Apple,images/Apple\Apple 04314.jpeg,0
muskmelon,images/muskmelon\Muskmelon 001096.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A00946.png,4
Persimmon,images/Persimmon\Persimmon732.png,9
Mango,images/Mango\Mango00408.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002004.png,4
Banana,images/Banana\Banana02338.png,1
Orange,images/Orange\Orange001157.png,6
Persimmon,images/Persimmon\Persimmon1576.png,9
Pear,images/Pear\pear_0_2297.png,8
Pitaya,images/Pitaya\Pitaya001974.png,10
Plum,images/Plum\PlumÒÇé1338.png,11
Apple,images/Apple\Apple 01622.png,0
Plum,images/Plum\PlumÒÇé1562.png,11
Tomatoes,images/Tomatoes\Tamotoes00708.png,13
Peach,images/Peach\Peach002436.png,7
Banana,images/Banana\Banana0894.png,1
Mango,images/Mango\Mango003614.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00828.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00806.png,4
Mango,images/Mango\Mango001821.png,5
Pear,images/Pear\Pear 1375.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003043.png,4
Persimmon,images/Persimmon\Persimmon1303.png,9
Guava,images/Guava/guava total final\Guava1362.png,3
Plum,images/Plum\PlumÒÇé843.png,11
Mango,images/Mango\Mango001257.png,5
Mango,images/Mango\Mango001085.png,5
Kiwi,images/Kiwi/Kiwi C\Kiwi C00828.png,4
Pear,images/Pear\Pear 512.png,8
muskmelon,images/muskmelon\Muskmelon 00452.png,14
Plum,images/Plum\PlumÒÇé563.png,11
Pear,images/Pear\Pear 1304.png,8
Kiwi,images/Kiwi/Kiwi C\Kiwi C00229.png,4
Plum,images/Plum\PlumÒÇé1397.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003249.png,4
Peach,images/Peach\Peach002324.png,7
Pitaya,images/Pitaya\Pitaya002378.png,10
Banana,images/Banana\Banana0581.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003592.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A002136.png,4
Guava,images/Guava/guava total final\Guava02729.png,3
Apple,images/Apple\Apple 01407.png,0
Pomegranate,images/Pomegranate\Pomegranet00784.png,12
Apple,images/Apple\Apple 0226.png,0
Pitaya,images/Pitaya\Pitaya001654.png,10
Banana,images/Banana\Banana02713.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002095.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002985.png,4
Pitaya,images/Pitaya\Pitaya0035.png,10
Orange,images/Orange\Orange001904.png,6
Guava,images/Guava/guava total final\Guava03188.png,3
Tomatoes,images/Tomatoes\Tamotoes00642.png,13
Tomatoes,images/Tomatoes\Tamotoes00840.png,13
muskmelon,images/muskmelon\Muskmelon 00442.png,14
Guava,images/Guava/guava total final\Guava03359.png,3
Mango,images/Mango\Mango00909.png,5
Peach,images/Peach\Peach00923.png,7
Mango,images/Mango\Mango003864.png,5
Mango,images/Mango\Mango0080.png,5
Pomegranate,images/Pomegranate\Pomegranet001975.png,12
Plum,images/Plum\PlumÒÇé2000.png,11
Mango,images/Mango\Mango001897.png,5
Tomatoes,images/Tomatoes\Tamotoes001700.png,13
Pomegranate,images/Pomegranate\Pomegranet001768.png,12
Peach,images/Peach\Peach00302.png,7
Plum,images/Plum\PlumÒÇé719.png,11
Guava,images/Guava/guava total final\Guava1516.png,3
Guava,images/Guava/guava total final\ene10111.png,3
Plum,images/Plum\PlumÒÇé471.png,11
Pitaya,images/Pitaya\Pitaya002244.png,10
Persimmon,images/Persimmon\Persimmon1562.png,9
Apple,images/Apple\Apple 03805.png,0
Apple,images/Apple\Apple 03209.png,0
Orange,images/Orange\Orange00490.png,6
Mango,images/Mango\Mango0025.png,5
Mango,images/Mango\Mango002521.png,5
Kiwi,images/Kiwi/Kiwi C\Kiwi C00160.png,4
Carambola,images/Carambola\Carambola 00576.png,2
Banana,images/Banana\Banana02522.png,1
Orange,images/Orange\Orange0039.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001040.png,4
Pomegranate,images/Pomegranate\Pomegranet00455.png,12
Apple,images/Apple\Apple 0998.png,0
Tomatoes,images/Tomatoes\Tamotoes001271.png,13
Apple,images/Apple\Apple 02927.png,0
Guava,images/Guava/guava total final\scene10541.png,3
Pitaya,images/Pitaya\Pitaya001703.png,10
Guava,images/Guava/guava total final\Guava110.png,3
Apple,images/Apple\Apple 04167.jpeg,0
Plum,images/Plum\PlumÒÇé812.png,11
Mango,images/Mango\Mango004069.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001648.png,4
Orange,images/Orange\Orange001743.png,6
Pitaya,images/Pitaya\Pitaya001128.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001409.png,4
Tomatoes,images/Tomatoes\Tamotoes001339.png,13
Persimmon,images/Persimmon\Persimmon400.png,9
Kiwi,images/Kiwi/Kiwi B\Kiwi B00304.png,4
Guava,images/Guava/guava total final\Guava02420.png,3
Mango,images/Mango\Mango002257.png,5
muskmelon,images/muskmelon\Muskmelon 001926.png,14
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003733.png,4
Peach,images/Peach\Peach001919.png,7
Peach,images/Peach\Peach001614.png,7
Peach,images/Peach\Peach002188.png,7
Kiwi,images/Kiwi/Kiwi C\Kiwi C00557.png,4
Apple,images/Apple\Apple 04148.jpeg,0
muskmelon,images/muskmelon\Muskmelon 001408.png,14
Kiwi,images/Kiwi/Kiwi B\Kiwi B00996.png,4
Guava,images/Guava/guava total final\Guava01369.png,3
Plum,images/Plum\PlumÒÇé833.png,11
Tomatoes,images/Tomatoes\Tamotoes00584.png,13
Guava,images/Guava/guava total final\Guava03348.png,3
Apple,images/Apple\Apple 08.png,0
Peach,images/Peach\Peach00115.png,7
Mango,images/Mango\Mango00865.png,5
Orange,images/Orange\Orange001773.png,6
Peach,images/Peach\Peach002023.png,7
Persimmon,images/Persimmon\Persimmon1911.png,9
Apple,images/Apple\Apple 0975.png,0
Pitaya,images/Pitaya\Pitaya0056.png,10
Banana,images/Banana\Banana02303.png,1
Mango,images/Mango\Mango001606.png,5
Pear,images/Pear\Pear 894.png,8
Apple,images/Apple\Apple 01297.png,0
Peach,images/Peach\Peach002044.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002594.png,4
Apple,images/Apple\Apple 02397.png,0
Apple,images/Apple\Apple 04288.jpeg,0
Mango,images/Mango\Mango00322.png,5
Pear,images/Pear\Pear 1356.png,8
Guava,images/Guava/guava total final\Guava01943.png,3
Orange,images/Orange\Orange001410.png,6
Pear,images/Pear\Pear 771.png,8
Peach,images/Peach\Peach001847.png,7
Tomatoes,images/Tomatoes\Tamotoes001200.png,13
Apple,images/Apple\Apple 02922.png,0
Mango,images/Mango\Mango00986.png,5
Persimmon,images/Persimmon\Persimmon97.png,9
Apple,images/Apple\Apple 03627.png,0
Banana,images/Banana\Banana02792.png,1
Persimmon,images/Persimmon\Persimmon1652.png,9
Pear,images/Pear\Pear 1029.png,8
Apple,images/Apple\Apple 01111.png,0
Pitaya,images/Pitaya\Pitaya001456.png,10
Peach,images/Peach\Peach00871.png,7
Orange,images/Orange\Orange002235.png,6
Orange,images/Orange\Orange00524.png,6
Banana,images/Banana\Banana02790.png,1
Mango,images/Mango\Mango003388.png,5
Apple,images/Apple\Apple 03001.png,0
Pear,images/Pear\Pear 2112.png,8
Tomatoes,images/Tomatoes\Tamotoes001213.png,13
Banana,images/Banana\Banana0741.png,1
Persimmon,images/Persimmon\Persimmon699.png,9
Guava,images/Guava/guava total final\Guava01628.png,3
Guava,images/Guava/guava total final\Guava1436.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00486.png,4
muskmelon,images/muskmelon\Muskmelon 001603.png,14
Pitaya,images/Pitaya\Pitaya002004.png,10
Persimmon,images/Persimmon\Persimmon1833.png,9
Kiwi,images/Kiwi/Kiwi C\Kiwi C00536.png,4
Peach,images/Peach\Peach00914.png,7
Kiwi,images/Kiwi/kiwi A\Kiwi A001853.png,4
muskmelon,images/muskmelon\Muskmelon 001329.png,14
Mango,images/Mango\Mango002151.png,5
Peach,images/Peach\Peach00224.png,7
Plum,images/Plum\PlumÒÇé762.png,11
Apple,images/Apple\Apple 02589.png,0
Apple,images/Apple\Apple 01766.png,0
Apple,images/Apple\Apple 01961.png,0
Guava,images/Guava/guava total final\Guava02652.png,3
Apple,images/Apple\Apple 01429.png,0
Guava,images/Guava/guava total final\Guava32.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003076.png,4
Pitaya,images/Pitaya\Pitaya00239.png,10
Peach,images/Peach\Peach002494.png,7
Apple,images/Apple\Apple 0646.png,0
Pomegranate,images/Pomegranate\Pomegranet001871.png,12
Pear,images/Pear\Pear 1346.png,8
Mango,images/Mango\Mango002746.png,5
Tomatoes,images/Tomatoes\Tamotoes00447.png,13
Mango,images/Mango\Mango002117.png,5
Apple,images/Apple\Apple 01925.png,0
Pear,images/Pear\Pear 805.png,8
Peach,images/Peach\Peach001482.png,7
Guava,images/Guava/guava total final\Guava221.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001461.png,4
muskmelon,images/muskmelon\Muskmelon 00637.png,14
Apple,images/Apple\Apple 02826.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003075.png,4
Mango,images/Mango\Mango002252.png,5
Mango,images/Mango\Mango00398.png,5
Guava,images/Guava/guava total final\Guava422.png,3
muskmelon,images/muskmelon\Muskmelon 001386.png,14
Guava,images/Guava/guava total final\Guava0890.png,3
Pitaya,images/Pitaya\Pitaya002382.png,10
Pitaya,images/Pitaya\Pitaya001463.png,10
Pitaya,images/Pitaya\Pitaya00850.png,10
Mango,images/Mango\Mango002668.png,5
Guava,images/Guava/guava total final\Guava01561.png,3
Pomegranate,images/Pomegranate\Pomegranet001959.png,12
muskmelon,images/muskmelon\Muskmelon 001326.png,14
Guava,images/Guava/guava total final\Guava0306.png,3
Guava,images/Guava/guava total final\Guava399.png,3
Peach,images/Peach\Peach00623.png,7
Banana,images/Banana\Banana02239.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A001993.png,4
Peach,images/Peach\Peach001617.png,7
Apple,images/Apple\Apple 02231.png,0
Persimmon,images/Persimmon\Persimmon979.png,9
Apple,images/Apple\Apple 0866.png,0
Guava,images/Guava/guava total final\Guava03976.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001221.png,4
Carambola,images/Carambola\Carambola 00437.png,2
Orange,images/Orange\Orange00584.png,6
Kiwi,images/Kiwi/Kiwi B\Kiwi B00814.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001668.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001831.png,4
Banana,images/Banana\Banana01839.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00714.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001135.png,4
Guava,images/Guava/guava total final\Guava01.png,3
Pear,images/Pear\Pear 1946.png,8
Peach,images/Peach\Peach002600.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001775.png,4
Pomegranate,images/Pomegranate\Pomegranet00224.png,12
Pitaya,images/Pitaya\Pitaya00771.png,10
Mango,images/Mango\Mango002749.png,5
Carambola,images/Carambola\Carambola 001948.png,2
Kiwi,images/Kiwi/kiwi A\Kiwi A001546.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001943.png,4
Pitaya,images/Pitaya\Pitaya00836.png,10
Banana,images/Banana\Banana02025.png,1
Carambola,images/Carambola\Carambola 001932.png,2
Apple,images/Apple\Apple 01412.png,0
Carambola,images/Carambola\Carambola 00864.png,2
Pear,images/Pear\Pear 1510.png,8
Pear,images/Pear\Pear 197.png,8
Kiwi,images/Kiwi/kiwi A\Kiwi A00484.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00267.png,4
Apple,images/Apple\Apple 0578.png,0
Tomatoes,images/Tomatoes\Tamotoes00266.png,13
Banana,images/Banana\Banana0865.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001770.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00782.png,4
Pitaya,images/Pitaya\Pitaya001899.png,10
Plum,images/Plum\PlumÒÇé2180.png,11
Apple,images/Apple\Apple 0170.png,0
Peach,images/Peach\Peach00669.png,7
Banana,images/Banana\Banana02577.png,1
Pear,images/Pear\Pear 540.png,8
Guava,images/Guava/guava total final\Guava65.png,3
Apple,images/Apple\Apple 0255.png,0
Guava,images/Guava/guava total final\Guava02964.png,3
Mango,images/Mango\Mango003568.png,5
Pitaya,images/Pitaya\Pitaya00677.png,10
Kiwi,images/Kiwi/kiwi A\Kiwi A00397.png,4
Orange,images/Orange\Orange00994.png,6
Pitaya,images/Pitaya\Pitaya001406.png,10
muskmelon,images/muskmelon\Muskmelon 001785.png,14
Guava,images/Guava/guava total final\Guava02210.png,3
Guava,images/Guava/guava total final\scene09801.png,3
Orange,images/Orange\Orange002160.png,6
Pomegranate,images/Pomegranate\Pomegranet00444.png,12
Banana,images/Banana\Banana0861.png,1
Apple,images/Apple\Apple 04494.jpeg,0
Pear,images/Pear\Pear 203.png,8
muskmelon,images/muskmelon\Muskmelon 001906.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A002051.png,4
Guava,images/Guava/guava total final\cene14431.png,3
Mango,images/Mango\Mango00192.png,5
Tomatoes,images/Tomatoes\Tamotoes00934.png,13
Tomatoes,images/Tomatoes\Tamotoes001967.png,13
Mango,images/Mango\Mango002706.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00296.png,4
Banana,images/Banana\Banana048.png,1
Kiwi,images/Kiwi/Kiwi B\Kiwi B00123.png,4
Mango,images/Mango\Mango00687.png,5
muskmelon,images/muskmelon\Muskmelon 001121.png,14
Mango,images/Mango\Mango001701.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001886.png,4
Pomegranate,images/Pomegranate\Pomegranet001546.png,12
Banana,images/Banana\Banana0173.png,1
muskmelon,images/muskmelon\Muskmelon 00151.png,14
Apple,images/Apple\Apple 03228.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A0078.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00170.png,4
Guava,images/Guava/guava total final\ene06121.png,3
Pear,images/Pear\Pear 376.png,8
Plum,images/Plum\PlumÒÇé1996.png,11
Plum,images/Plum\PlumÒÇé1875.png,11
Tomatoes,images/Tomatoes\Tamotoes001958.png,13
Mango,images/Mango\Mango003009.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00404.png,4
Mango,images/Mango\Mango003286.png,5
Guava,images/Guava/guava total final\Guava03477.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001450.png,4
Pitaya,images/Pitaya\Pitaya00864.png,10
Guava,images/Guava/guava total final\Guava03614.png,3
Guava,images/Guava/guava total final\scene08781.png,3
Guava,images/Guava/guava total final\Guava02121.png,3
muskmelon,images/muskmelon\Muskmelon 001404.png,14
Guava,images/Guava/guava total final\Guava01191.png,3
Persimmon,images/Persimmon\Persimmon1217.png,9
Plum,images/Plum\PlumÒÇé17.png,11
Mango,images/Mango\Mango002333.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A001009.png,4
muskmelon,images/muskmelon\Muskmelon 002010.png,14
muskmelon,images/muskmelon\Muskmelon 001336.png,14
muskmelon,images/muskmelon\Muskmelon 001864.png,14
Apple,images/Apple\Apple 01503.png,0
Pitaya,images/Pitaya\Pitaya0042.png,10
Kiwi,images/Kiwi/kiwi A\Kiwi A001861.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003865.png,4
Mango,images/Mango\Mango003608.png,5
Apple,images/Apple\Apple 0381.png,0
Pear,images/Pear\Pear 1401.png,8
